144	90	98698	2935	4722	91387	396	328	338	331	20	0	446	245	301	459	19	0	181	394	301	270	15	0	193	234	332	319	16	0
144	181	98680	2962	2624	94962	410	353	342	299	23	0	243	401	420	330	16	0	379	284	231	254	20	0	176	355	229	303	16	0
144	136	100535	3051	2684	94536	517	157	194	496	22	0	429	218	208	530	15	0	163	395	404	174	17	0	133	416	459	135	15	0
144	44	100530	2881	2625	94210	147	525	479	227	10	0	272	543	400	183	16	0	329	204	193	406	15	0	337	228	116	429	13	0
195	90	101030	3038	2686	92813	370	397	456	226	18	0	373	421	424	258	11	0	367	305	229	259	14	0	291	295	217	292	10	0
195	181	98090	2971	2638	94968	433	328	268	333	14	0	396	312	303	319	15	0	276	258	303	304	10	0	220	298	331	293	12	0
195	136	98592	2957	2640	95024	195	533	459	217	19	0	217	525	466	249	18	0	418	140	187	439	11	0	364	137	224	388	10	0
195	44	99926	3073	2628	94326	567	254	205	424	18	0	517	169	237	471	10	0	193	451	387	131	21	0	121	439	395	169	13	0
170	90	99427	2928	2647	93637	180	477	458	189	11	0	481	220	234	457	18	0	177	380	360	181	9	0	350	179	178	409	14	0
170	181	98793	2891	2579	93900	482	247	193	416	14	0	210	547	462	205	8	0	456	200	139	379	15	0	125	433	358	171	13	0
170	136	99743	2988	2730	95242	403	436	279	323	19	0	269	461	356	321	7	0	350	294	198	237	17	0	264	284	322	287	17	0
170	44	101549	3084	2703	93379	333	398	473	248	13	0	559	299	283	290	14	0	282	352	279	283	11	0	213	379	232	290	11	0
118	90	99931	2950	2677	93058	561	209	196	458	19	0	246	464	510	172	19	0	417	194	165	350	12	0	151	443	402	133	12	0
118	181	99407	2949	2635	94887	234	565	452	153	24	0	432	182	255	563	21	0	170	488	324	130	15	0	272	147	193	512	12	0
118	136	99250	2934	2684	94908	309	292	376	375	16	0	404	250	290	395	13	0	216	331	332	301	20	0	197	358	309	320	17	0
118	44	97546	2975	2631	94286	423	425	219	341	20	0	221	429	501	303	14	0	379	278	198	247	15	0	203	260	282	350	12	0
118	90	99164	2611	2336	93770	152	145	207	172	14	0	191	142	250	159	13	0	128	167	130	170	16	0	102	114	177	156	6	0
118	181	99277	1697	1240	95538	207	159	227	156	16	0	125	169	173	192	9	0	150	159	167	158	15	0	82	116	156	139	14	0
118	136	100431	1550	1373	93925	158	142	161	180	8	0	157	191	170	236	4	0	131	124	143	151	15	0	119	127	154	164	12	0
118	44	98669	1562	1254	93588	208	138	215	137	9	0	148	135	151	184	12	0	160	166	156	172	14	0	109	111	146	133	8	0
118	90	97620	1797	1436	95274	229	142	168	143	11	0	245	187	208	132	9	0	144	151	111	122	12	0	123	189	150	129	8	0
118	181	101852	1590	1439	92933	165	264	136	184	12	0	196	209	177	165	12	0	139	194	82	159	12	0	100	208	120	147	8	0
118	136	100647	1669	1426	94715	198	189	171	156	12	0	184	214	166	151	12	0	178	173	164	115	17	0	128	173	151	137	12	0
118	44	99251	1709	1349	95736	194	199	147	147	13	0	243	195	221	157	7	0	191	125	135	104	16	0	123	198	164	183	12	0
144	44	72857	1826	1651	69074	261	203	201	159	11	0	266	213	230	161	8	0	178	146	145	109	5	0	93	111	188	165	6	0
195	44	67497	1685	1475	57299	194	143	237	193	15	0	283	196	234	123	10	0	181	158	163	148	5	0	144	154	184	149	7	0
170	44	63724	1675	1595	62078	199	165	280	201	9	0	274	210	221	173	8	0	179	152	138	120	8	0	126	117	184	161	8	0
118	44	67958	1700	1600	58316	324	237	205	181	9	0	335	232	253	177	7	0	160	136	146	121	12	0	116	128	113	125	9	0
118	44	68724	1668	1361	57766	182	145	180	138	12	0	66	45	77	49	7	0	53	24	45	46	8	0	89	82	126	91	5	0
118	44	69700	849	1018	56397	70	47	69	54	15	0	214	152	187	152	8	0	118	90	77	70	16	0	40	44	50	43	8	0
144	44	71689	1646	1482	67518	158	213	157	198	4	0	146	170	210	205	13	0	161	175	121	157	8	0	129	187	106	160	6	0
195	44	57048	1568	1421	57940	210	249	131	143	13	0	181	254	119	159	8	0	142	167	156	191	10	0	116	190	122	192	9	0
170	44	56334	1656	1409	58617	150	256	130	152	7	0	121	187	158	224	6	0	116	154	165	180	12	0	117	200	119	155	4	0
118	44	58224	1514	1360	56677	127	172	138	189	6	0	121	151	185	246	5	0	153	220	129	200	12	0	94	182	149	200	10	0
118	44	54164	935	753	59815	35	41	43	59	6	0	98	144	105	133	8	0	107	143	108	158	16	0	23	51	45	61	7	0
118	44	53541	1006	727	60232	129	180	104	115	10	0	40	38	32	40	6	0	47	74	52	44	6	0	116	158	96	123	6	0
