150	93	72037	1850	4937	69265	182	269	196	136	13	0	296	75	134	226	7	0	96	243	172	119	10	0	182	114	145	219	11	0
150	186	74228	1968	1717	70431	180	176	172	217	14	0	108	247	226	133	4	0	193	121	101	155	5	0	100	187	132	119	12	0
150	139	72668	1980	1731	71621	356	71	107	411	15	0	313	134	94	384	10	0	87	349	295	68	21	0	67	268	336	64	12	0
150	46	73543	2037	1744	70941	66	348	319	78	10	0	132	282	364	78	14	0	247	56	68	242	8	0	226	73	73	296	4	0
201	93	74458	1941	1726	70171	202	236	297	149	12	0	168	311	288	134	13	0	240	140	130	243	22	0	193	198	152	194	9	0
201	186	72458	1998	1700	71427	206	207	125	193	9	0	282	128	83	221	9	0	106	233	158	141	13	0	125	161	146	174	8	0
201	139	72977	2024	1754	70808	63	397	284	44	15	0	85	346	282	73	6	0	264	75	61	307	14	0	283	68	49	288	7	0
201	46	74165	1961	1683	70788	422	70	93	304	12	0	302	106	138	284	13	0	121	302	187	85	12	0	36	306	275	70	9	0
176	93	74534	1883	1730	70084	93	346	366	71	14	0	345	140	113	332	10	0	103	307	238	101	12	0	275	75	55	276	10	0
176	186	73737	1984	1697	70176	346	75	83	311	12	0	158	341	235	68	10	0	244	67	81	259	7	0	40	324	231	44	7	0
176	139	73560	1955	1711	71179	225	241	192	223	11	0	120	392	286	131	11	0	222	120	111	228	16	0	194	169	144	192	10	0
176	46	73389	1916	1799	70614	134	163	264	134	14	0	367	90	104	219	12	0	100	188	192	150	11	0	118	217	132	138	8	0
125	93	74957	1918	1769	69716	365	74	57	310	8	0	126	296	309	99	6	0	226	95	64	240	7	0	40	257	271	74	7	0
125	186	73659	1963	1758	71141	64	373	269	78	10	0	228	89	107	375	4	0	104	260	194	71	9	0	235	73	34	305	6	0
125	139	73729	1944	1744	72070	218	155	188	165	11	0	276	118	111	302	8	0	81	240	164	127	7	0	117	209	170	130	9	0
125	46	73635	1936	1689	70791	226	192	133	210	4	0	71	225	307	126	8	0	219	104	90	187	8	0	120	113	147	195	6	0
125	93	74867	1782	1536	71527	132	117	105	121	5	0	93	85	112	81	12	0	84	109	107	99	9	0	54	55	89	73	7	0
125	186	73126	1188	836	71694	108	98	162	117	7	0	74	158	73	187	5	0	102	133	92	123	9	0	49	81	72	105	7	0
125	139	73357	1177	788	70927	117	128	122	144	14	0	73	87	109	100	10	0	98	116	100	139	6	0	60	90	92	87	6	0
125	46	73057	1095	904	70846	143	92	149	104	11	0	116	108	126	134	6	0	85	115	69	131	4	0	96	63	125	65	5	0
125	93	73831	1148	1047	70311	108	110	92	69	10	0	137	129	137	92	3	0	96	74	68	64	6	0	98	98	90	105	7	0
125	186	74243	1013	1020	70154	99	142	72	108	5	0	133	126	96	81	9	0	106	91	56	57	8	0	73	102	81	104	5	0
125	139	73999	1089	952	71548	107	116	75	79	9	0	125	141	95	135	6	0	82	81	55	53	15	0	103	100	102	72	4	0
125	46	75141	1009	1049	70070	100	124	87	115	11	0	172	114	158	76	10	0	101	78	69	57	2	0	82	148	80	97	7	0
150	46	54421	1153	986	52664	150	109	149	114	14	0	168	129	132	102	3	0	90	82	91	85	5	0	78	82	106	100	5	0
201	46	48879	1043	942	45460	143	119	174	139	7	0	178	125	156	119	12	0	104	89	74	68	6	0	95	85	79	70	8	0
176	46	50067	1106	944	44467	140	98	167	157	6	0	170	161	126	96	7	0	126	101	73	65	4	0	72	75	89	84	4	0
125	46	48907	1129	954	45597	187	152	141	119	14	0	174	146	178	136	7	0	82	64	93	87	8	0	62	73	90	75	6	0
125	46	50739	1030	910	44298	119	111	139	111	6	0	37	26	39	28	5	0	11	10	11	13	5	0	52	50	82	65	3	0
125	46	48457	567	628	45878	38	24	29	12	4	0	142	109	133	86	2	0	89	70	57	54	4	0	17	14	25	20	0	0
150	46	53856	1088	968	52998	93	129	98	136	7	0	63	109	116	172	3	0	102	119	66	122	0	0	99	174	98	122	7	0
201	46	42457	1076	983	47961	128	165	84	103	7	0	114	148	84	102	8	0	58	113	96	150	12	0	97	117	87	133	4	0
176	46	44611	1078	917	47250	140	155	81	104	11	0	102	103	70	109	7	0	88	92	113	141	14	0	103	163	66	102	5	0
125	46	42672	1079	840	48272	106	111	92	106	8	0	79	95	146	140	9	0	94	133	129	116	12	0	83	113	112	140	5	0
125	46	43495	607	504	47199	13	22	19	13	8	0	66	108	81	117	5	0	77	95	85	100	7	0	9	22	15	14	9	0
125	46	43588	665	516	47827	87	153	64	100	5	0	12	23	19	11	4	0	12	21	11	19	7	0	62	119	69	99	2	0
