42	87	91199	2607	2333	85472	342	350	295	224	20	0	406	144	339	356	13	0	234	315	261	181	9	0	243	160	277	303	10	0
42	188	90559	2553	2340	86522	250	271	327	328	14	0	177	385	375	308	12	0	306	213	191	310	16	0	194	319	205	324	7	0
42	138	90746	2722	2353	86750	508	125	239	456	14	0	411	191	189	448	12	0	128	406	297	152	14	0	98	414	335	126	12	0
42	37	92314	2598	2308	85873	150	405	416	168	20	0	155	405	462	167	12	0	390	122	150	327	19	0	297	134	135	383	8	0
95	87	91052	2499	2283	84533	312	324	385	188	20	0	315	312	349	250	10	0	343	240	180	243	3	0	238	220	232	232	9	0
95	188	91196	2589	2239	85583	404	322	217	328	9	0	452	249	191	308	11	0	212	323	239	211	21	0	163	321	221	213	12	0
95	138	90628	2595	2253	86743	157	544	361	143	16	0	143	507	411	181	12	0	404	171	114	318	15	0	294	112	152	352	10	0
95	37	91246	2619	2325	85365	518	200	137	325	13	0	486	113	246	404	7	0	154	452	322	113	21	0	81	408	339	182	6	0
68	87	91555	2650	2234	84665	216	422	449	162	11	0	518	147	149	400	7	0	157	360	358	153	13	0	341	151	114	332	14	0
68	188	91290	2563	2274	85261	399	155	197	419	18	0	237	428	411	159	10	0	338	127	134	339	13	0	98	403	362	109	13	0
68	138	89745	2556	2353	87796	344	292	238	291	15	0	193	422	412	205	19	0	352	224	196	241	22	0	206	214	287	224	6	0
68	37	90703	2621	2330	86613	229	312	371	293	12	0	435	230	265	302	12	0	206	255	252	221	18	0	157	307	270	224	17	0
15	87	90479	2477	2301	85085	524	103	181	359	9	0	209	329	525	132	23	0	416	119	136	334	19	0	107	272	401	125	11	0
15	188	89997	2601	2316	87277	158	456	466	149	11	0	418	156	212	505	17	0	136	357	399	128	14	0	298	112	151	390	15	0
15	138	91181	2647	2395	86737	245	376	352	169	10	0	368	231	228	341	13	0	204	326	260	204	15	0	251	257	191	269	8	0
15	37	90858	2516	2238	85602	355	238	212	366	13	0	231	352	349	261	13	0	275	250	267	203	10	0	197	275	252	241	11	0
15	87	90178	1934	1639	85851	158	127	178	162	11	0	143	108	187	157	11	0	124	127	153	158	12	0	96	95	150	76	6	0
15	188	90759	1479	1104	85029	170	121	184	139	11	0	117	166	128	186	6	0	145	131	145	142	13	0	97	112	138	125	10	0
15	138	89137	1457	1167	86604	134	146	167	179	8	0	117	128	147	150	8	0	154	128	125	140	9	0	81	112	103	125	6	0
15	37	88790	1458	1068	87020	162	145	186	160	11	0	95	147	128	193	10	0	100	145	128	135	7	0	104	97	155	103	5	0
15	87	92038	1549	1345	84572	223	181	165	122	11	0	174	172	159	103	7	0	153	129	134	82	7	0	117	161	115	138	5	0
15	188	92401	1503	1222	84689	167	214	141	148	16	0	190	158	142	152	8	0	150	151	113	126	9	0	80	204	106	146	12	0
15	138	91346	1425	1304	85631	185	169	125	103	14	0	174	188	128	150	7	0	123	171	92	141	16	0	124	152	136	132	10	0
15	37	90055	1457	1142	85761	150	146	89	131	10	0	214	147	181	137	7	0	126	120	97	85	15	0	103	201	112	151	8	0
42	37	63464	1438	1359	51960	200	198	180	172	16	0	239	180	236	164	6	0	108	85	125	115	10	0	84	101	149	134	2	0
95	37	60523	1510	1278	55079	216	155	167	169	10	0	243	171	186	149	11	0	195	160	89	71	13	0	107	141	129	98	5	0
68	37	61031	1547	1283	54073	208	132	258	185	13	0	242	171	158	140	9	0	163	138	110	102	13	0	91	114	155	117	11	0
15	37	60717	1470	1287	55081	220	190	207	155	11	0	210	165	252	218	11	0	145	109	125	125	10	0	94	95	142	112	7	0
15	37	62086	1242	1035	53309	157	137	180	145	6	0	52	44	59	56	6	0	29	31	36	22	7	0	66	80	106	97	6	0
15	37	61036	1010	694	54433	91	66	51	44	9	0	181	131	133	126	3	0	113	89	79	67	11	0	17	40	33	29	2	0
42	37	58362	1590	1369	58302	140	138	141	176	11	0	121	160	162	198	12	0	147	161	115	147	10	0	102	188	114	116	6	0
95	37	50318	1365	1163	56249	168	251	80	121	6	0	140	194	101	125	7	0	117	141	121	160	10	0	98	181	117	163	6	0
68	37	50861	1377	1185	55670	149	185	128	154	12	0	127	153	105	151	6	0	126	142	115	173	7	0	127	177	108	125	5	0
15	37	53667	1397	1179	52698	152	179	115	135	10	0	113	145	151	199	6	0	129	181	106	158	12	0	82	133	109	183	7	0
15	37	52266	1219	981	54074	39	26	26	37	8	0	81	136	88	153	7	0	97	119	102	128	8	0	17	35	27	35	6	0
15	37	50172	821	682	55919	109	148	83	92	6	0	37	47	34	47	6	0	29	32	25	25	8	0	100	139	94	110	5	0
