154	94	52232	1189	34308	53436	254	184	108	187	12	0	260	91	210	177	9	0	136	172	142	151	6	0	128	122	199	130	7	0
154	189	59599	1574	1357	58057	171	208	204	158	9	0	97	233	221	222	10	0	186	151	114	117	7	0	118	178	110	152	9	0
154	141	59024	1480	1320	58384	373	8	18	325	9	0	291	31	13	375	10	0	15	299	250	19	6	0	22	261	273	18	8	0
154	46	59230	1497	1408	58200	23	340	316	10	6	0	84	288	373	17	9	0	278	24	14	249	9	0	197	58	18	271	5	0
206	94	58845	1581	1319	57168	125	230	248	84	6	0	123	233	263	95	8	0	193	104	104	157	6	0	178	131	74	147	8	0
206	189	58926	1450	1274	57626	225	198	111	179	4	0	275	147	75	213	10	0	89	178	140	153	6	0	91	160	132	160	7	0
206	141	58776	1538	1351	58008	20	378	301	18	10	0	14	373	293	7	6	0	303	15	25	260	8	0	252	22	21	244	8	0
206	46	58625	1511	1297	58588	336	23	49	309	13	0	383	26	40	293	7	0	34	277	268	37	11	0	7	304	253	25	5	0
180	94	59408	1523	1321	57992	17	318	364	21	4	0	337	79	33	278	8	0	36	281	232	38	10	0	253	45	14	229	5	0
180	189	58747	1445	1368	57845	305	20	35	297	6	0	108	371	230	18	5	0	250	28	26	271	13	0	17	305	229	16	5	0
180	141	58410	1507	1342	57985	162	216	154	187	12	0	68	349	222	104	7	0	215	85	82	180	13	0	175	122	120	120	10	0
180	46	59105	1484	1283	58001	167	141	201	151	10	0	375	82	63	210	9	0	62	213	161	118	14	0	90	254	120	97	3	0
128	94	58479	1472	1318	57648	394	16	18	267	9	0	63	229	353	46	12	0	266	60	30	241	7	0	16	249	254	23	8	0
128	189	59061	1568	1358	58143	15	369	329	19	11	0	236	35	62	374	8	0	59	317	270	20	6	0	189	28	16	353	7	0
128	141	58841	1612	1349	58691	241	145	162	181	10	0	188	98	128	271	12	0	85	230	139	135	12	0	82	189	159	117	9	0
128	46	59076	1516	1379	57616	193	229	121	156	14	0	64	234	324	111	7	0	207	99	95	157	8	0	115	86	152	221	10	0
128	94	59228	1006	703	57504	90	99	110	110	7	0	68	61	109	65	6	0	81	94	60	98	9	0	55	50	74	49	6	0
128	189	58865	953	586	58134	118	86	125	97	11	0	35	111	55	109	6	0	76	82	83	120	10	0	32	65	66	58	7	0
128	141	58003	1007	560	58168	92	95	99	115	9	0	69	88	81	92	4	0	88	81	97	91	7	0	51	59	69	58	4	0
128	46	59040	914	623	57864	130	91	123	78	9	0	63	69	65	96	6	0	60	106	67	114	6	0	51	51	80	52	8	0
128	94	59133	785	810	57129	120	97	88	60	8	0	127	82	110	89	11	0	70	55	48	51	3	0	76	108	81	100	3	0
128	189	58204	728	870	58546	53	142	43	78	8	0	137	96	117	84	8	0	72	50	63	47	11	0	65	134	76	112	7	0
128	141	57734	752	785	57817	99	97	58	76	4	0	85	117	78	120	2	0	65	85	45	78	9	0	91	87	87	79	10	0
128	46	58375	792	802	58343	66	121	43	98	8	0	138	70	130	52	8	0	103	56	57	34	10	0	76	129	60	119	6	0
154	46	51051	916	839	50457	139	111	93	77	11	0	151	113	114	101	2	0	68	57	58	54	7	0	31	47	97	71	5	0
206	46	38784	846	763	37377	90	65	131	107	6	0	123	82	121	94	4	0	84	85	36	39	6	0	56	88	45	63	6	0
180	46	39231	798	733	37950	85	59	131	95	7	0	159	123	72	63	3	0	93	76	55	39	8	0	54	62	58	64	7	0
128	46	39712	820	626	37569	145	114	118	75	3	0	92	79	111	102	4	0	51	57	63	42	7	0	47	56	71	45	4	0
128	46	40828	583	397	37803	112	91	127	99	3	0	9	9	8	9	8	0	9	4	4	7	5	0	61	50	61	54	4	0
128	46	39934	514	430	37081	9	13	6	12	7	0	118	106	76	90	7	0	70	61	60	51	2	0	3	4	3	7	6	0
154	46	44706	700	658	43914	55	99	83	99	2	0	39	66	104	104	8	0	63	113	76	99	4	0	78	142	66	94	3	0
206	46	36406	799	752	42753	80	116	59	79	3	0	92	108	58	83	3	0	47	63	104	116	5	0	75	97	75	115	5	0
180	46	36289	920	790	42434	96	119	59	82	5	0	83	108	75	84	4	0	75	93	82	134	10	0	91	138	65	98	0	0
128	46	36248	873	750	42455	69	87	64	84	6	0	55	65	88	131	3	0	111	135	66	89	3	0	78	107	84	119	4	0
128	46	36341	657	536	42551	5	11	8	2	6	0	71	77	68	83	6	0	67	93	81	98	7	0	3	8	4	6	4	0
128	46	36387	517	394	42364	84	96	65	71	5	0	4	12	5	5	7	0	6	5	11	7	1	0	69	112	62	106	5	0
